split,label_name,label,filename,relpath,abspath,width,height,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,edge_density,hist_00,hist_01,hist_02,hist_03,hist_04,hist_05,hist_06,hist_07,hist_08,hist_09,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15
test,fake,1,476.jpg,476.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\476.jpg,240.0,135.0,1.7777777777777777,0.4908139705657959,0.3863179385662079,0.28121107816696167,0.28821834921836853,0.22167064249515533,0.1917940080165863,0.40094515681266785,0.2249121367931366,0.10570054945054945,0.023981481790542603,0.07012345641851425,0.10413580387830734,0.11209876835346222,0.10793209820985794,0.10722222179174423,0.08484567701816559,0.06648147851228714,0.055617284029722214,0.048858024179935455,0.10641974955797195,0.04277777671813965,0.022777777165174484,0.022654321044683456,0.01864197477698326,0.005432098638266325
test,fake,1,477.jpg,477.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\477.jpg,596.0,380.0,1.568421052631579,0.34462735056877136,0.3031211495399475,0.314590185880661,0.2865035831928253,0.22101646661758423,0.19372333586215973,0.3127681612968445,0.22970348596572876,0.11444046134663341,0.06777198612689972,0.16010244190692902,0.15980218350887299,0.12965825200080872,0.09803514927625656,0.07616566866636276,0.059488695114851,0.04389350116252899,0.033583540469408035,0.03306693583726883,0.03363210707902908,0.03282850608229637,0.035265807062387466,0.0216487105935812,0.014504591934382915,0.0005519250989891589
test,fake,1,478.jpg,478.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\478.jpg,1200.0,800.0,1.5,0.4864121973514557,0.4664756953716278,0.4299375116825104,0.37510159611701965,0.3702111542224884,0.36840665340423584,0.46807780861854553,0.3686123192310333,0.06807454427083333,0.010331249795854092,0.237914577126503,0.19675728678703308,0.03681249916553497,0.027952082455158234,0.03282083198428154,0.028038540855050087,0.02696874924004078,0.02383020892739296,0.02082500047981739,0.022314583882689476,0.02410104125738144,0.022605208680033684,0.02826145850121975,0.012253125198185444,0.24821354448795319
test,fake,1,479.jpg,479.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\479.jpg,1200.0,738.0,1.6260162601626016,0.4696238040924072,0.4004000723361969,0.3445577621459961,0.23699767887592316,0.20395420491695404,0.17276503145694733,0.41108378767967224,0.20766904950141907,0.1018535907451923,0.03891598805785179,0.026623757556080818,0.08396793156862259,0.0869658961892128,0.11022583395242691,0.13605691492557526,0.10034327208995819,0.09238482266664505,0.08521680533885956,0.06676942110061646,0.06286811083555222,0.04357384890317917,0.03412714600563049,0.017621951177716255,0.010493450798094273,0.003844850929453969
test,fake,1,48.jpg,48.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\48.jpg,1024.0,1024.0,1.0,0.44188234210014343,0.4574383497238159,0.46671000123023987,0.2507278621196747,0.2075870931148529,0.19659265875816345,0.4548012614250183,0.20860077440738678,0.087493896484375,1.1444091796875e-05,0.0035552978515625,0.055980682373046875,0.1511383056640625,0.11693954467773438,0.094940185546875,0.09611129760742188,0.086395263671875,0.08616256713867188,0.08489608764648438,0.07442092895507812,0.047634124755859375,0.03600311279296875,0.0287933349609375,0.02925872802734375,0.00775909423828125
test,fake,1,480.jpg,480.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\480.jpg,1180.0,560.0,2.107142857142857,0.6173469424247742,0.6412034034729004,0.7050433158874512,0.2289191484451294,0.21552406251430511,0.19392967224121094,0.6407365798950195,0.21551275253295898,0.053759856215213356,0.01347003597766161,0.011010895483195782,0.008942191489040852,0.017925241962075233,0.046138014644384384,0.04871822148561478,0.06300090998411179,0.05872427299618721,0.05606840178370476,0.06683413684368134,0.06972306221723557,0.07281174510717392,0.353252112865448,0.06170550733804703,0.010873183608055115,0.04080205783247948
test,fake,1,481.jpg,481.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\481.jpg,2560.0,1950.0,1.3128205128205128,0.7321372032165527,0.6857569217681885,0.6332777738571167,0.17016322910785675,0.21466298401355743,0.27464988827705383,0.69182950258255,0.20683392882347107,0.053304036458333336,0.0026033653412014246,0.010542267933487892,0.0168952327221632,0.020316505804657936,0.028653044253587723,0.04487239569425583,0.0378890223801136,0.03513481467962265,0.03327704221010208,0.031107572838664055,0.03268790245056152,0.1335306465625763,0.3127457797527313,0.1660841405391693,0.04503585770726204,0.04862440004944801
test,fake,1,482.jpg,482.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\482.jpg,1664.0,1664.0,1.0,0.26261818408966064,0.3127443790435791,0.27933311462402344,0.2749575972557068,0.21120202541351318,0.16809970140457153,0.29968369007110596,0.21908271312713623,0.051513671875,0.0,0.007406922988593578,0.5154234766960144,0.12188287079334259,0.06567057967185974,0.05400347337126732,0.03553510084748268,0.023391634225845337,0.02073534019291401,0.024440787732601166,0.023643357679247856,0.025953665375709534,0.03150280937552452,0.027296800166368484,0.021697817370295525,0.0014153654919937253
test,fake,1,483.jpg,483.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\483.jpg,1500.0,750.0,2.0,0.5123896598815918,0.375192791223526,0.4182966649532318,0.24352627992630005,0.17391766607761383,0.21433746814727783,0.4074549078941345,0.17817598581314087,0.09844207763671875,1.5999999959603883e-05,0.06528177857398987,0.12695200741291046,0.06882133334875107,0.07575644552707672,0.05905155465006828,0.08729777485132217,0.12876711785793304,0.1389511078596115,0.1713351160287857,0.07154488563537598,0.006217777729034424,7.111111244739732e-06,0.0,0.0,0.0
test,fake,1,484.jpg,484.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\484.jpg,1920.0,1920.0,1.0,0.3412906527519226,0.6501063108444214,0.5309285521507263,0.22260043025016785,0.21509449183940887,0.34015581011772156,0.5758904218673706,0.21434903144836426,0.1214447021484375,0.00035997177474200726,0.0069444444961845875,0.019927842542529106,0.03986300900578499,0.07023166120052338,0.08097819238901138,0.0803922489285469,0.08097168058156967,0.08570339530706406,0.09809434413909912,0.1000930443406105,0.09382487088441849,0.09078152477741241,0.06895697861909866,0.05263672024011612,0.030240071937441826
test,fake,1,485.jpg,485.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\485.jpg,1920.0,1080.0,1.7777777777777777,0.4148675799369812,0.405766099691391,0.3304004669189453,0.27043500542640686,0.26979368925094604,0.2609547972679138,0.4022662341594696,0.2675720453262329,0.06833791208791208,0.029810475185513496,0.057940781116485596,0.05853588134050369,0.33422744274139404,0.05525029078125954,0.0437823124229908,0.06153887137770653,0.09081500768661499,0.0343967005610466,0.023233506828546524,0.022853974252939224,0.022409336641430855,0.02611786313354969,0.030508294701576233,0.04687066003680229,0.06170862168073654
test,fake,1,486.jpg,486.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\486.jpg,1000.0,1000.0,1.0,0.23123084008693695,0.24891233444213867,0.238593190908432,0.2740965485572815,0.21555395424365997,0.17645713686943054,0.24441105127334595,0.2105211615562439,0.1094818115234375,0.12331400066614151,0.26411500573158264,0.15770000219345093,0.1106330007314682,0.07578399777412415,0.05286300182342529,0.04024399816989899,0.03750700131058693,0.03475299850106239,0.030045000836253166,0.021392999216914177,0.015860000625252724,0.011521000415086746,0.00829899962991476,0.007232999894768,0.008736000396311283
test,fake,1,487.jpg,487.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\487.jpg,800.0,459.0,1.7429193899782136,0.1850680410861969,0.23128876090049744,0.2777405381202698,0.2816864848136902,0.16786620020866394,0.13272254168987274,0.22481605410575867,0.18411065638065338,0.04973899943946188,0.08206427097320557,0.3199673295021057,0.21526144444942474,0.09138071537017822,0.055844224989414215,0.044801197946071625,0.04044390097260475,0.03279411792755127,0.032015249133110046,0.03208877891302109,0.02392156794667244,0.01402233075350523,0.01014705840498209,0.004891067743301392,0.0003404139424674213,1.633986903470941e-05
test,fake,1,488.jpg,488.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\488.jpg,300.0,168.0,1.7857142857142858,0.5557882785797119,0.3912309408187866,0.425082266330719,0.2776576280593872,0.23548132181167603,0.222047820687294,0.4286400079727173,0.2315494418144226,0.14181311542669583,0.037043649703264236,0.07170634716749191,0.07980158925056458,0.08396825194358826,0.08164682239294052,0.08196428418159485,0.08337301760911942,0.0825992077589035,0.08466269820928574,0.09218253940343857,0.06434524059295654,0.06557539850473404,0.03539682552218437,0.033591270446777344,0.020892856642603874,0.0012499999720603228
test,fake,1,489.jpg,489.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\489.jpg,718.0,523.0,1.372848948374761,0.44833284616470337,0.489118367433548,0.4330415725708008,0.3099845349788666,0.26301929354667664,0.17924536764621735,0.47640830278396606,0.24798333644866943,0.05984018874643875,1.8641116184880957e-05,0.040384646505117416,0.10747402161359787,0.09412698447704315,0.08370393514633179,0.09451311826705933,0.07933392375707626,0.0657685175538063,0.05805642530322075,0.06267941743135452,0.05956635624170303,0.05579286068677902,0.06138253211975098,0.08723509311676025,0.04978509619832039,0.00017842210945673287
test,fake,1,49.jpg,49.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\49.jpg,1400.0,1747.0,0.8013737836290784,0.3893979787826538,0.24107468128204346,0.1534370630979538,0.32065027952194214,0.2566576302051544,0.17994213104248047,0.2662745714187622,0.25721460580825806,0.08170062695924765,0.2870709002017975,0.1273006796836853,0.09892673045396805,0.07658353447914124,0.06194169446825981,0.058250878006219864,0.059107858687639236,0.0432913564145565,0.03764698654413223,0.03341483324766159,0.031491536647081375,0.018790988251566887,0.011492762714624405,0.01448523998260498,0.02526167221367359,0.0149423498660326
test,fake,1,490.jpg,490.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\490.jpg,1024.0,1024.0,1.0,0.7152390480041504,0.7268123626708984,0.7003570199012756,0.16463050246238708,0.22208969295024872,0.19798804819583893,0.722445547580719,0.19418056309223175,0.083160400390625,2.956390380859375e-05,0.0016021728515625,0.008642196655273438,0.01827239990234375,0.03180122375488281,0.033415794372558594,0.03281116485595703,0.03990936279296875,0.04673576354980469,0.04193305969238281,0.04111480712890625,0.046813011169433594,0.22713661193847656,0.3087882995605469,0.0988473892211914,0.022147178649902344
test,fake,1,491.jpg,491.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\491.jpg,880.0,500.0,1.76,0.1727588027715683,0.3424404263496399,0.5155366659164429,0.23910146951675415,0.2879002094268799,0.3103317320346832,0.31886330246925354,0.2719617486000061,0.09802083333333333,0.12777499854564667,0.2299136370420456,0.12462272495031357,0.0804295465350151,0.05392272770404816,0.03970000147819519,0.02941136434674263,0.034270454198122025,0.046547725796699524,0.050602272152900696,0.04113636538386345,0.03432954475283623,0.03754999861121178,0.03432954475283623,0.025602273643016815,0.009856818243861198
test,fake,1,492.jpg,492.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\492.jpg,1456.0,816.0,1.7843137254901962,0.3588946759700775,0.3208966851234436,0.29751768708229065,0.270609974861145,0.2538018226623535,0.25766056776046753,0.3272855877876282,0.25387290120124817,0.10083436129385964,0.09614795446395874,0.16363997757434845,0.1347542554140091,0.10091861337423325,0.09179813414812088,0.06981758773326874,0.058399319648742676,0.050867944955825806,0.04327007383108139,0.037511277943849564,0.033981259912252426,0.02899765595793724,0.023172369226813316,0.018684517592191696,0.024296017363667488,0.023743031546473503
test,fake,1,493.jpg,493.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\493.jpg,1024.0,512.0,2.0,0.42165279388427734,0.4173477292060852,0.39410021901130676,0.25481244921684265,0.1960148811340332,0.26213738322257996,0.41658639907836914,0.19890917837619781,0.07140350341796875,0.023401260375976562,0.04337120056152344,0.05270195007324219,0.12024497985839844,0.13097572326660156,0.06208992004394531,0.06926918029785156,0.18042945861816406,0.10533523559570312,0.0522613525390625,0.047664642333984375,0.04878997802734375,0.04245185852050781,0.014184951782226562,0.0053424835205078125,0.0014858245849609375
test,fake,1,494.jpg,494.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\494.jpg,1400.0,788.0,1.7766497461928934,0.21092870831489563,0.17427471280097961,0.15966281294822693,0.19141076505184174,0.15184570848941803,0.11993691325187683,0.1810101568698883,0.1570993810892105,0.09006651118597218,0.2852429151535034,0.18125997483730316,0.13677121698856354,0.11552302539348602,0.08621827512979507,0.06454315036535263,0.04622462019324303,0.03389684483408928,0.0260886512696743,0.013668418861925602,0.007120195776224136,0.002666787477210164,0.0005855692434124649,0.00016134879842866212,2.7193618734600022e-05,1.812907953535614e-06
test,fake,1,495.jpg,495.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\495.jpg,1200.0,720.0,1.6666666666666667,0.5395218729972839,0.5019910335540771,0.49149441719055176,0.24686823785305023,0.2294655591249466,0.2310810536146164,0.5092096924781799,0.2290121167898178,0.09916006455399061,0.039607640355825424,0.04745138809084892,0.03549652919173241,0.03177199140191078,0.05028356611728668,0.07591435313224792,0.07425231486558914,0.06772685050964355,0.06473611295223236,0.12486458569765091,0.26060646772384644,0.029271990060806274,0.016692129895091057,0.01524537056684494,0.03603009134531021,0.030048610642552376
test,fake,1,496.jpg,496.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\496.jpg,900.0,600.0,1.5,0.5271437764167786,0.4442051649093628,0.32609689235687256,0.27741575241088867,0.22923488914966583,0.20492060482501984,0.4533139765262604,0.22225531935691833,0.18003336588541666,0.0280759260058403,0.061937037855386734,0.07010925561189651,0.06573518365621567,0.07180555909872055,0.07551666349172592,0.08169074356555939,0.09494074434041977,0.10050925612449646,0.09324073791503906,0.09195185452699661,0.0759759247303009,0.05119814723730087,0.029709259048104286,0.006300000008195639,0.0013037037570029497
test,fake,1,497.jpg,497.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\497.jpg,1024.0,576.0,1.7777777777777777,0.4913541078567505,0.5677698850631714,0.5265803337097168,0.2521764934062958,0.27112868428230286,0.27530020475387573,0.5485618114471436,0.2476377934217453,0.07796188186813187,0.0593278668820858,0.0455915667116642,0.0444183349609375,0.0419735386967659,0.0351172536611557,0.0317518450319767,0.02875603549182415,0.01904805563390255,0.015050251968204975,0.0796271413564682,0.2588483989238739,0.2087164968252182,0.0831485316157341,0.01869710348546505,0.02030097134411335,0.0096266008913517
test,fake,1,498.jpg,498.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\498.jpg,1200.0,627.0,1.9138755980861244,0.4757409691810608,0.44112464785575867,0.42247629165649414,0.3018161356449127,0.28524038195610046,0.28250452876091003,0.44713619351387024,0.28740036487579346,0.08505080521472393,0.019532164558768272,0.06980063766241074,0.1705980896949768,0.11743487417697906,0.062389686703681946,0.05435539782047272,0.05452551692724228,0.04854598641395569,0.0494045726954937,0.04924508184194565,0.04599016532301903,0.04584263637661934,0.04831472784280777,0.05686735734343529,0.046261295676231384,0.06089181452989578
test,fake,1,499.jpg,499.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\499.jpg,1400.0,749.0,1.8691588785046729,0.3407747447490692,0.3411724269390106,0.3410670757293701,0.22480787336826324,0.22475552558898926,0.2269684076309204,0.34108027815818787,0.2242244929075241,0.07269057269874477,0.14597272872924805,0.03073335811495781,0.05656112730503082,0.02173660136759281,0.033153727650642395,0.44178715348243713,0.02732214331626892,0.019282853230834007,0.02744707278907299,0.08155063539743423,0.05301067978143692,0.020175471901893616,0.00776368472725153,0.002313561039045453,0.00240511167794466,0.028784092515707016
test,fake,1,5.jpg,5.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\5.jpg,2000.0,1333.0,1.5003750937734435,0.4844149947166443,0.4142405688762665,0.34449878334999084,0.3784501254558563,0.24839267134666443,0.14409080147743225,0.4241243004798889,0.2563982307910919,0.089813232421875,0.05328432098031044,0.07756076753139496,0.0971192792057991,0.10050187259912491,0.08579407632350922,0.07208739966154099,0.06073630973696709,0.05719617381691933,0.0681830421090126,0.06451087445020676,0.05651087686419487,0.061025507748126984,0.060430608689785004,0.059457238763570786,0.024400975555181503,0.001200675149448216
test,fake,1,50.jpg,50.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\50.jpg,1024.0,1024.0,1.0,0.3477148711681366,0.3236808478832245,0.40131875872612,0.31394439935684204,0.3100949227809906,0.2928696572780609,0.3343857526779175,0.2898194491863251,0.1451416015625,0.22934246063232422,0.1095428466796875,0.08471202850341797,0.0733652114868164,0.061928749084472656,0.053772926330566406,0.04858684539794922,0.04465484619140625,0.04794597625732422,0.05224037170410156,0.03692340850830078,0.03495502471923828,0.03455066680908203,0.031050682067871094,0.027754783630371094,0.028673171997070312
test,fake,1,500.jpg,500.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\500.jpg,1400.0,1400.0,1.0,0.3098994791507721,0.3083823621273041,0.3485075533390045,0.2603137791156769,0.28983327746391296,0.23330068588256836,0.31159788370132446,0.2754828929901123,0.0684051513671875,0.1893153041601181,0.15734897553920746,0.11161734908819199,0.0927678570151329,0.07380765676498413,0.058211736381053925,0.04301224648952484,0.03485510125756264,0.027218367904424667,0.022914284840226173,0.023358162492513657,0.03440510109066963,0.048705101013183594,0.05644591897726059,0.021673979237675667,0.0043428572826087475
test,fake,1,501.jpg,501.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\501.jpg,645.0,363.0,1.7768595041322315,0.3273784816265106,0.21950381994247437,0.21483680605888367,0.2635186016559601,0.1979307383298874,0.18055807054042816,0.24209071695804596,0.19728627800941467,0.0812568832599119,0.19763384759426117,0.22824011743068695,0.09410809725522995,0.06761056929826736,0.0739530622959137,0.0706728994846344,0.06825122237205505,0.05522027984261513,0.060567621141672134,0.03981463611125946,0.029448822140693665,0.009836205281317234,0.004454695153981447,0.0001836547307902947,4.271040324965725e-06,0.0
test,fake,1,502.jpg,502.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\502.jpg,810.0,540.0,1.5,0.33539748191833496,0.2867293059825897,0.2565745711326599,0.30847057700157166,0.29017746448516846,0.2816668450832367,0.294897198677063,0.28791746497154236,0.09913126627604167,0.2303863763809204,0.2041289508342743,0.10266117751598358,0.06838363409042358,0.05399405583739281,0.03945816308259964,0.03290123492479324,0.0284933689981699,0.025619570165872574,0.022503430023789406,0.022247370332479477,0.026623228564858437,0.048678554594516754,0.05522633716464043,0.03210562467575073,0.006588934455066919
test,fake,1,503.jpg,503.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\503.jpg,1664.0,1120.0,1.4857142857142858,0.5022110342979431,0.55487060546875,0.3576081395149231,0.31548893451690674,0.31808996200561523,0.2868269383907318,0.5294578075408936,0.3113460838794708,0.141796875,0.1202491819858551,0.043605126440525055,0.04492616653442383,0.04174375534057617,0.039433807134628296,0.03964843600988388,0.042775046080350876,0.04762512817978859,0.05280466750264168,0.06420254707336426,0.07070634514093399,0.0656089037656784,0.07188573479652405,0.11262985318899155,0.11473697423934937,0.027418334037065506
test,fake,1,504.jpg,504.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\504.jpg,1200.0,802.0,1.4962593516209477,0.41585686802864075,0.2482561320066452,0.3748833239078522,0.27483704686164856,0.18008163571357727,0.21056468784809113,0.29300108551979065,0.15413954854011536,0.1328634954308094,0.06233478710055351,0.08557149022817612,0.11302265524864197,0.13965606689453125,0.14843620359897614,0.17077721655368805,0.14509974420070648,0.06910847872495651,0.026628220453858376,0.013006026856601238,0.008410224691033363,0.006083748769015074,0.004298628307878971,0.0030735661275684834,0.0022953033912926912,0.002197630936279893
test,fake,1,505.jpg,505.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\505.jpg,800.0,533.0,1.5009380863039399,0.4891875684261322,0.355528324842453,0.23913434147834778,0.26969996094703674,0.19085189700126648,0.12382996827363968,0.37553882598876953,0.19983893632888794,0.036722819010416664,0.0001923076924867928,0.03186679258942604,0.14106473326683044,0.1615525335073471,0.15632739663124084,0.10903377085924149,0.07574108988046646,0.07083489745855331,0.06068245694041252,0.049774859100580215,0.03915337845683098,0.037549249827861786,0.03261960670351982,0.033170729875564575,0.0004362101317383349,0.0
test,fake,1,506.jpg,506.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\506.jpg,512.0,768.0,0.6666666666666666,0.2933189570903778,0.329987108707428,0.31350037455558777,0.250811368227005,0.25257477164268494,0.23087498545646667,0.3210063874721527,0.24882976710796356,0.12601725260416666,0.01730855368077755,0.16969044506549835,0.22662608325481415,0.1644744873046875,0.0866648331284523,0.0484873466193676,0.0368804931640625,0.03226979449391365,0.02797953225672245,0.0319468192756176,0.031158447265625,0.03109232522547245,0.0239741001278162,0.02223968505859375,0.0211766567081213,0.0280303955078125
test,fake,1,507.jpg,507.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\507.jpg,2048.0,819.0,2.5006105006105006,0.36914730072021484,0.35959184169769287,0.41586461663246155,0.2528752088546753,0.2502513527870178,0.3148077130317688,0.3656798005104065,0.24945566058158875,0.11365966796875,0.09258265793323517,0.09323012083768845,0.11309106647968292,0.10789226740598679,0.09402365237474442,0.0818595439195633,0.06812983751296997,0.05554661154747009,0.050439633429050446,0.04804949834942818,0.05012067034840584,0.04749682918190956,0.04277379438281059,0.03505907207727432,0.013913928531110287,0.005790812894701958
test,fake,1,508.jpg,508.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\508.jpg,1024.0,1024.0,1.0,0.2024584263563156,0.1765778809785843,0.1672542244195938,0.15643686056137085,0.13432016968727112,0.09633859246969223,0.1814052015542984,0.13510070741176605,0.066162109375,0.17514896392822266,0.24918079376220703,0.20115184783935547,0.11523818969726562,0.1193685531616211,0.04497528076171875,0.033583641052246094,0.023591041564941406,0.016470909118652344,0.012784004211425781,0.0064754486083984375,0.0017099380493164062,0.00022792816162109375,7.534027099609375e-05,8.58306884765625e-06,9.5367431640625e-06
test,fake,1,509.jpg,509.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\509.jpg,1960.0,1960.0,1.0,0.2752397954463959,0.2612726092338562,0.4253676235675812,0.28365078568458557,0.23226694762706757,0.1588834822177887,0.2760717570781708,0.21290817856788635,0.188232421875,0.15804404020309448,0.1241225004196167,0.13833506405353546,0.12422402203083038,0.09874661266803741,0.08215561509132385,0.06942940503358841,0.053363703191280365,0.03786182776093483,0.030698666349053383,0.024352874606847763,0.019508017227053642,0.016124270856380463,0.012380778789520264,0.009339858777821064,0.0013127343263477087
test,fake,1,51.jpg,51.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\51.jpg,1000.0,667.0,1.4992503748125936,0.42746227979660034,0.34956303238868713,0.30508357286453247,0.2513771653175354,0.21397145092487335,0.17293469607830048,0.3629097044467926,0.21721217036247253,0.05612557114882506,0.0024962518364191055,0.15375861525535583,0.09735532104969025,0.11305397003889084,0.10085457563400269,0.09066266566514969,0.09649025648832321,0.09571364521980286,0.07955621927976608,0.05306296795606613,0.035968516021966934,0.019821589812636375,0.01687256433069706,0.015275862067937851,0.017044978216290474,0.012011993676424026
test,fake,1,510.jpg,510.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\510.jpg,1280.0,853.0,1.5005861664712778,0.7231166958808899,0.5944567322731018,0.6409904956817627,0.19096317887306213,0.2810335159301758,0.29575315117836,0.6251519322395325,0.25304344296455383,0.09003267973856209,0.007362800184637308,0.011463218368589878,0.02836679294705391,0.04478220269083977,0.05078125,0.054516229778528214,0.06854484230279922,0.1020653173327446,0.060420941561460495,0.048633500933647156,0.04756099730730057,0.04468878358602524,0.09358330816030502,0.1482488214969635,0.11353494971990585,0.07544603943824768
test,fake,1,52.jpg,52.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\52.jpg,1000.0,667.0,1.4992503748125936,0.3003977835178375,0.17252320051193237,0.3743286728858948,0.29711848497390747,0.16971156001091003,0.18228258192539215,0.2142467200756073,0.17461079359054565,0.17630140339425587,0.22335082292556763,0.16514542698860168,0.14157870411872864,0.1202908530831337,0.0977451279759407,0.07517391443252563,0.05681109428405762,0.041698649525642395,0.029218889772892,0.020124437287449837,0.013263868167996407,0.008742128498852253,0.004296851344406605,0.0017556222155690193,0.0007166416617110372,8.695651922607794e-05
test,fake,1,53.jpg,53.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\53.jpg,853.0,1280.0,0.66640625,0.4564284682273865,0.4093838036060333,0.42361509799957275,0.2570638060569763,0.23656430840492249,0.23632629215717316,0.42040684819221497,0.22571176290512085,0.16530841503267973,0.01130843348801136,0.07349978387355804,0.09568801522254944,0.1042240634560585,0.09467504173517227,0.0877106562256813,0.08153209090232849,0.08866683393716812,0.09315101057291031,0.07331660389900208,0.05486426502466202,0.04629707708954811,0.038817957043647766,0.02745182439684868,0.020711826160550117,0.008084517903625965
test,fake,1,54.jpg,54.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\54.jpg,1000.0,600.0,1.6666666666666667,0.48730748891830444,0.2876567840576172,0.4580371379852295,0.3352743983268738,0.24960480630397797,0.2497553825378418,0.34236687421798706,0.2382998913526535,0.11693075117370892,0.14103665947914124,0.1343933343887329,0.08295833319425583,0.06941333413124084,0.0625566691160202,0.0656733363866806,0.0662483349442482,0.06928499788045883,0.07313500344753265,0.06596166640520096,0.08958666771650314,0.04550666734576225,0.027401667088270187,0.0064316666685044765,0.00041166666778735816,0.0
test,fake,1,55.jpg,55.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\55.jpg,512.0,512.0,1.0,0.4168468415737152,0.46887001395225525,0.41878265142440796,0.2804298400878906,0.27944496273994446,0.29977360367774963,0.4542038142681122,0.278253972530365,0.1372833251953125,0.09852981567382812,0.043323516845703125,0.05214691162109375,0.07191848754882812,0.07284164428710938,0.06929397583007812,0.07868576049804688,0.09025955200195312,0.0847015380859375,0.07430648803710938,0.055919647216796875,0.044628143310546875,0.040668487548828125,0.030628204345703125,0.023288726806640625,0.06885910034179688
